Provincia,Partido,Localidad,Población,Adsl,Cablemódem,Dial Up,Fibra Óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
Mendoza,Junín,Phillips,894,0,0,0,0,0,1,1,0,0,50035060,-33,-68
Caba,Comuna 07,Parque Chacabuco,56281,1,1,1,1,1,1,1,1,1,2000010,-34,-58
Jujuy,San Pedro,San Lucas,326,0,0,0,0,0,1,0,1,1,38063170,-24,-64
Jujuy,San Pedro,San Pedro (Est. San Pedro De Jujuy),59131,1,1,0,1,1,1,1,0,0,38063180,-24,-64
Jujuy,San Pedro,Sauzal,416,0,0,0,0,0,0,0,0,0,38063190,-24,-64
Jujuy,Santa Barbara,El Fuerte,512,0,0,0,0,1,0,1,0,1,38070010,-24,-64
Jujuy,Santa Barbara,El Piquete,2521,1,0,0,0,0,1,1,1,1,38070020,-24,-64
Jujuy,Santa Barbara,El Talar,2901,0,0,0,0,1,1,1,0,0,38070030,-23,-64
Jujuy,Santa Barbara,Palma Sola,3791,0,0,0,0,1,1,1,0,1,38070040,-23,-64
Caba,Comuna 08,Villa Lugano,126374,1,1,1,1,1,1,1,1,1,2000010,-34,-58
Entre Rios,La Paz,La Paz,24307,1,1,0,1,0,1,1,1,1,30070040,-30,-59
Entre Rios,La Paz,Piedras Blancas,1362,0,1,0,1,0,1,1,0,1,30070050,-31,-59
Entre Rios,La Paz,Pueblo Arrúa (Est. Alcaraz),2410,0,1,0,0,1,1,1,1,1,30070005,-31,-59
Entre Rios,La Paz,San Gustavo,1325,0,0,0,1,0,1,1,1,1,30070070,-30,-59
Jujuy,Santa Barbara,Puente Lavayén,213,0,0,0,0,0,0,0,0,0,38070050,-24,-64
Caba,Comuna 08,Villa Soldati,46779,1,1,1,1,1,1,1,1,1,2000010,-34,-58
Cordoba,Río Cuarto,Coronel Moldes,9005,1,0,0,0,0,0,1,1,1,14098100,-33,-64
Cordoba,Río Cuarto,Elena,2985,1,0,0,1,0,1,1,1,1,14098110,-32,-64
Cordoba,Río Cuarto,La Carolina,165,1,0,0,0,1,1,1,1,0,14098120,-33,-64
Cordoba,Río Cuarto,La Cautiva,969,0,0,0,0,0,0,1,0,1,14098130,-33,-64
Cordoba,Río Cuarto,La Gilda,101,0,0,0,0,0,0,0,0,0,14098140,-33,-64
Cordoba,Río Cuarto,Las Acequias,2201,1,0,0,1,0,0,1,1,1,14098150,-33,-63
Buenos Aires,General Alvarado,Mar Del Sur,453,0,0,1,0,0,1,1,1,1,6280020,-38,-57
Buenos Aires,General Alvarado,Mechongué,1307,1,0,0,0,0,1,1,1,1,6280030,-38,-58
Buenos Aires,General Alvarado,Miramar,29433,1,1,1,1,1,1,1,1,1,6280040,-38,-57
Buenos Aires,General Alvear,General Alvear,9812,0,0,0,0,0,0,1,1,1,6287010,-36,-60
Buenos Aires,General Arenales,Arribeños,2910,1,1,1,1,0,1,1,1,1,6294010,-34,-61
Buenos Aires,General Arenales,Ascensión,4179,1,1,0,0,0,1,1,1,1,6294020,-34,-61
Buenos Aires,General Arenales,Estación Arenales,90,0,0,0,0,0,0,0,0,0,6294030,-34,-61
Buenos Aires,General Arenales,Ferré,2004,0,1,0,1,0,1,1,1,1,6294040,-34,-61
Buenos Aires,General Arenales,General Arenales,4321,0,1,1,1,0,1,1,1,1,6294050,-34,-61
Buenos Aires,General Arenales,La Angelita,265,1,0,0,0,0,1,1,0,0,6294060,-34,-60
Buenos Aires,Morón,Castelar,107962,1,1,0,1,0,1,1,1,1,6568010,-34,-58
Buenos Aires,Morón,El Palomar,59312,1,1,1,1,1,1,1,1,1,6568010,-34,-58
Buenos Aires,Morón,Haedo,39511,1,1,1,1,0,1,1,1,1,6568010,-34,-58
Buenos Aires,Morón,Moron,96240,1,1,1,1,1,1,1,1,1,6568010,-34,-58
Buenos Aires,Morón,Villa Sarmiento,18082,1,1,1,1,1,1,1,1,1,6568010,-34,-58
Buenos Aires,Navarro,José Juan Almeyra,207,0,0,0,0,0,1,0,0,0,6574010,-34,-59
Buenos Aires,Navarro,Las Marianas,485,0,0,0,0,0,1,0,0,0,6574020,-35,-59
Caba,Comuna 11,Villa General Mitre,34713,1,1,1,1,1,1,1,1,1,2000010,-34,-58
Cordoba,Río Cuarto,Las Albahacas,287,1,0,0,0,0,0,1,0,1,14098160,-32,-64
Cordoba,Río Cuarto,Las Higueras,6038,1,1,0,1,0,0,1,1,1,14098170,-33,-64
Cordoba,Río Cuarto,Las Peñas,145,1,0,0,0,0,1,1,1,1,14098180,-32,-64
Cordoba,Río Cuarto,Las Vertientes,766,1,0,0,1,0,0,1,1,1,14098190,-33,-64
Cordoba,Río Cuarto,Malena,368,0,0,0,0,0,0,1,0,1,14098200,-33,-64
Cordoba,Río Cuarto,Monte De Los Gauchos,675,0,0,0,0,0,0,1,0,1,14098210,-33,-63
Cordoba,Río Cuarto,Paso Del Durazno,32,0,0,0,0,0,0,0,0,1,14098220,-33,-64
Cordoba,Río Cuarto,Río Cuarto,157010,1,1,1,1,1,1,1,1,1,14098230,-33,-64
Cordoba,Río Cuarto,Sampacho,7716,1,0,0,1,0,1,1,1,1,14098240,-33,-64
Cordoba,Río Cuarto,San Basilio,3160,1,0,0,1,1,0,1,1,1,14098250,-33,-64
Cordoba,Río Cuarto,Santa Catalina (Est. Holmberg),3860,1,0,0,0,0,0,1,1,1,14098260,-33,-64
Cordoba,Río Cuarto,Suco,292,0,0,0,0,0,0,1,1,1,14098270,-33,-64
Cordoba,Río Cuarto,Tosquitas,414,0,0,0,0,0,0,1,1,1,14098280,-33,-64
Cordoba,Río Cuarto,Vicuña Mackenna,10021,1,1,0,1,1,0,1,1,1,14098290,-33,-64
Cordoba,Río Cuarto,Villa El Chacay,81,0,0,0,0,0,0,1,0,1,14098300,-32,-64
Cordoba,Río Cuarto,Villa Santa Eugenia,126,0,0,0,0,0,0,0,0,0,14098310,-32,-64
Cordoba,Río Cuarto,Washington,608,0,0,0,0,0,1,1,1,1,14098320,-33,-64
Cordoba,Río Primero,Atahona,88,0,0,0,0,0,0,0,0,0,14105010,-30,-63
Cordoba,Río Primero,Cañada De Machado,178,0,0,0,0,0,1,0,0,0,14105020,-31,-63
Entre Rios,La Paz,Santa Elena,17791,1,1,0,0,0,1,1,1,1,30070080,-30,-59
Entre Rios,La Paz,Sir Leonard,281,0,0,0,0,0,0,0,0,0,30070090,-31,-59
Entre Rios,Nogoyá,Aranguren,1571,0,1,0,0,1,1,1,0,1,30077010,-32,-60
Entre Rios,Nogoyá,Betbeder,145,0,0,0,0,0,1,0,0,0,30077020,-32,-59
Entre Rios,Nogoyá,Don Cristóbal,29,0,0,0,0,0,1,1,0,0,30077030,-32,-59
Entre Rios,Nogoyá,Febré,121,0,0,0,0,0,1,1,0,0,30077040,-32,-59
Entre Rios,Nogoyá,Hernández,1510,1,0,0,0,1,1,1,1,1,30077050,-32,-60
Entre Rios,Nogoyá,Lucas González,4364,1,0,0,0,0,1,1,1,1,30077060,-32,-59
Entre Rios,Nogoyá,Nogoyá,22824,1,0,0,0,0,1,1,1,1,30077070,-32,-59
Entre Rios,Nogoyá,Xx De Setiembre,178,0,0,0,0,0,1,1,0,0,30077080,-32,-59
Entre Rios,Paraná,Aldea María Luisa,773,0,0,0,0,0,1,1,0,1,30084010,-31,-60
Entre Rios,Paraná,Aldea San Juan,66,0,0,0,0,0,0,0,0,0,30084015,-31,-60
Entre Rios,Paraná,Aldea San Rafael,144,0,0,0,0,0,1,1,0,0,30084020,-31,-60
Entre Rios,Paraná,Aldea Santa María,302,0,0,0,0,0,0,1,0,0,30084030,-31,-60
Entre Rios,Paraná,Aldea Santa Rosa,71,0,0,0,0,0,0,0,0,0,30084040,-32,-60
Entre Rios,Paraná,Cerrito,5310,1,1,0,0,1,1,1,1,1,30084050,-31,-60
Jujuy,Susques,Puesto Sey,94,0,0,0,1,0,0,0,0,0,38084080,-23,-66
Jujuy,Susques,San Juan De Quillaqués,72,0,0,0,1,1,0,1,0,0,38084090,-23,-66
Jujuy,Susques,Susques,1611,0,0,0,1,1,1,1,0,1,38084100,-23,-66
Jujuy,Tilcara,Colonia San José,274,0,0,0,0,0,0,0,0,0,38094010,-23,-65
Jujuy,Tilcara,Huacalera,712,0,0,0,1,0,0,0,0,0,38094020,-23,-65
Jujuy,Tilcara,Juella,200,0,0,0,0,0,0,1,0,0,38094030,-23,-65
Jujuy,Tilcara,Maimará,3353,0,0,0,1,1,1,1,0,1,38094040,-23,-65
Jujuy,Tilcara,Tilcara,4691,0,0,0,1,1,1,1,1,1,38094050,-23,-65
Jujuy,Tilcara,Yacoraite,0,0,0,0,0,0,0,0,0,0,38094040,-23,-65
Jujuy,Tumbaya,Bárcena,139,0,0,0,0,0,1,0,0,0,38098010,-23,-65
Jujuy,Tumbaya,El Moreno,154,0,0,0,0,0,0,0,0,0,38098020,-23,-65
Jujuy,Tumbaya,Puerta De Colorados,28,0,0,0,0,0,0,0,0,0,38098025,-23,-65
Jujuy,Tumbaya,Purmamarca,891,1,0,0,0,0,1,1,0,1,38098030,-23,-65
Jujuy,Tumbaya,Tumbaya,428,0,0,0,0,0,1,1,0,1,38098040,-23,-65
Jujuy,Tumbaya,Volcán,1121,0,0,0,0,0,1,1,0,1,38098050,-23,-65
Jujuy,Valle Grande,Caspalá,225,0,0,0,0,0,0,0,0,0,38105010,-23,-65
Jujuy,Valle Grande,Pampichuela,130,0,0,0,0,0,0,1,0,0,38105020,-23,-65
Jujuy,Valle Grande,San Francisco,504,0,0,0,0,0,0,1,0,0,38105030,-23,-64
Jujuy,Valle Grande,Santa Ana,416,0,0,0,0,1,0,1,0,0,38105040,-23,-64
Jujuy,Valle Grande,Valle Colorado,146,0,0,0,0,0,0,1,0,0,38105050,-23,-64
Jujuy,Valle Grande,Valle Grande,538,0,0,0,0,0,0,1,0,0,38105060,-23,-64
La Pampa,Capital,Anguil,1705,0,1,0,1,1,1,1,1,1,42021010,-36,-64
La Pampa,Capital,Santa Rosa,102860,1,1,1,1,1,1,1,1,1,42021020,-36,-64
La Pampa,Catriló,Catriló,3955,0,1,1,1,1,0,1,1,1,42028010,-36,-63
La Pampa,Catriló,La Gloria,46,0,0,0,0,0,0,0,0,0,42028020,-36,-63
La Pampa,Catriló,Lonquimay,1680,0,1,0,1,1,0,1,1,1,42028030,-36,-63
La Pampa,Catriló,Uriburu,964,0,1,0,1,1,1,1,1,1,42028040,-36,-63
La Pampa,Chalileo,Santa Isabel,2526,0,0,1,0,1,1,1,1,0,42049010,-36,-66
La Pampa,Chapaleufú,Bernardo Larroude,1499,0,0,1,1,1,1,1,0,0,42056010,-35,-63
La Pampa,Chapaleufú,Ceballos,323,0,0,0,1,1,1,1,0,0,42056020,-35,-63
Santiago Del Estero,Capital,Vuelta De La Barranca,219,0,0,0,0,0,1,0,1,1,86049120,-27,-64
Mendoza,Junín,Rodríguez Peña,751,0,0,0,0,0,1,1,0,1,50035070,-33,-68
Mendoza,La Paz,Desaguadero,424,0,0,0,0,0,0,1,1,1,50042010,-33,-67
Mendoza,La Paz,La Paz,7872,1,0,0,1,0,1,1,1,1,50042020,-33,-67
Mendoza,La Paz,Villa Antigua,311,0,0,0,0,0,0,0,0,0,50042030,-33,-67
Mendoza,Las Heras,Blanco Encalada,555,0,0,0,0,0,0,1,0,0,50049010,-33,-69
Mendoza,Las Heras,Capdeville,5103,0,0,0,0,0,0,0,0,1,50049040,-32,-68
Mendoza,Las Heras,El Algarrobal,0,0,0,0,0,0,0,0,1,1,50049040,-32,-68
Mendoza,Las Heras,El Borbollon,0,0,0,0,0,0,0,0,1,1,50049040,-32,-68
Mendoza,Las Heras,El Challao,0,0,0,0,1,0,0,0,0,0,50049040,-32,-68
Mendoza,Las Heras,El Plumerillo,0,0,0,0,1,0,0,0,1,1,50049040,-32,-68
Mendoza,Las Heras,El Resguardo,0,0,0,0,1,0,0,0,1,0,50049040,-32,-68
Mendoza,Las Heras,El Zapallar,0,0,0,0,1,0,0,0,1,1,50049040,-32,-68
Mendoza,Las Heras,Jocolí,804,0,0,0,0,0,0,1,1,1,50049030,-32,-68
Mendoza,Las Heras,La Cieneguita,0,0,0,0,0,0,0,0,1,1,50049040,-32,-68
Mendoza,Las Heras,Las Cuevas,8,0,0,0,0,0,0,0,1,1,50049040,-32,-70
Rio Negro,San Antonio,Las Grutas,4807,1,0,1,1,1,0,1,1,1,62077010,-40,-65
Rio Negro,San Antonio,Playas Doradas,194,0,0,0,0,0,1,0,0,0,62077020,-41,-65
Rio Negro,San Antonio,Puerto San Antonio Este,381,1,0,0,1,1,1,1,0,0,62077030,-40,-64
Rio Negro,San Antonio,Punta Colorada,4,0,0,0,0,0,1,0,0,0,62077040,-41,-65
Rio Negro,San Antonio,Saco Viejo,8,0,0,0,0,0,1,0,0,0,62077045,-40,-64
Rio Negro,San Antonio,San Antonio Oeste,16265,1,0,1,1,1,1,1,1,1,62077050,-40,-64
Rio Negro,San Antonio,Sierra Grande,7404,1,0,1,1,1,1,1,1,1,62077060,-41,-65
Rio Negro,Valcheta,Aguada Cecilio,155,0,0,0,1,0,0,0,0,0,62084010,-40,-65
Rio Negro,Valcheta,Arroyo Los Berros,168,0,0,0,0,1,0,0,0,0,62084020,-41,-66
Rio Negro,Valcheta,Arroyo Ventana,30,0,0,0,0,1,0,1,0,0,62084030,-41,-66
Rio Negro,Valcheta,Nahuel Niyeu,32,0,0,0,1,0,0,0,0,0,62084040,-40,-66
Rio Negro,Valcheta,Sierra Pailemán,74,0,0,0,0,1,0,1,0,0,62084050,-41,-65
Rio Negro,Valcheta,Valcheta,3867,0,0,0,1,1,1,1,0,1,62084060,-40,-66
Salta,Anta,Apolinario Saravia,6730,0,1,0,1,1,1,1,1,1,66007010,-24,-64
Salta,Anta,Ceibalito,176,0,0,0,1,0,0,0,0,0,66007020,-25,-64
San Luis,Junín,Santa Rosa Del Conlara,5511,1,0,0,1,0,1,1,1,1,74049070,-32,-65
San Luis,Junín,Talita,50,0,0,0,0,1,1,0,0,0,74049080,-32,-65
San Luis,La Capital,Alto Pelado,119,0,0,0,0,0,1,0,0,0,74056010,-33,-66
San Luis,La Capital,Alto Pencoso,272,0,0,0,1,0,1,1,0,1,74056020,-33,-66
San Luis,La Capital,Balde,589,0,0,0,1,1,1,0,0,1,74056030,-33,-66
San Luis,La Capital,Beazley,957,0,0,0,0,0,1,0,0,0,74056040,-33,-66
San Luis,La Capital,Boca Del Tigre,0,0,0,0,0,0,0,0,0,0,74056070,-33,-66
San Luis,La Capital,Cazador,100,0,0,0,0,0,1,0,0,0,74056050,-33,-66
San Luis,La Capital,Cerro Colorado,0,0,0,0,0,0,0,0,0,0,74056070,-33,-66
San Luis,La Capital,Charlone,0,0,0,0,0,0,0,0,0,0,74056070,-33,-66
San Luis,La Capital,Chosmes,47,0,0,0,0,0,1,0,1,1,74056060,-33,-66
San Luis,La Capital,Cruz De Piedra,0,0,0,0,0,0,0,0,0,0,74056070,-33,-66
San Luis,La Capital,Daniel Donovan,0,0,0,0,0,0,0,0,0,0,74056070,-33,-66
San Luis,La Capital,Desaguadero,96,0,0,0,1,0,1,0,0,0,74056070,-33,-67
San Luis,La Capital,El Charabon,0,0,0,0,0,0,0,0,0,0,74056070,-33,-66
San Luis,La Capital,El Chorrillo,0,0,0,0,0,0,0,0,1,1,74056070,-33,-66
San Luis,La Capital,El Volcán,1775,0,1,0,1,0,1,1,0,0,74056080,-33,-66
San Luis,La Capital,Estancia Grande,0,0,0,0,0,0,0,0,0,0,74056070,-33,-66
San Luis,La Capital,Jarilla,46,0,0,0,0,0,1,0,0,0,74056090,-33,-67
San Luis,La Capital,Juan W. Gez,0,0,0,0,0,0,0,0,0,0,74056070,-33,-66
San Luis,La Capital,Juana Koslay,12467,1,0,1,1,0,1,1,0,0,74056100,-33,-66
San Luis,Libertador Grl. San Martín,La Cocha,0,0,0,0,0,0,0,0,0,0,74063010,-32,-65
San Luis,Libertador Grl. San Martín,La Ramada,0,0,0,0,0,0,1,0,0,0,74063020,-32,-65
Santa Fe,Iriondo,Carrizales (Est. Clarke),1041,1,1,0,0,0,0,1,0,1,82056040,-32,-61
Santa Fe,Iriondo,Classon,484,0,0,0,1,0,1,1,1,1,82056050,-32,-61
Santa Fe,Iriondo,Colonia Médici,13,0,0,0,0,0,1,0,0,0,82056060,-32,-61
Santa Fe,Iriondo,Correa,5792,1,1,0,1,0,1,1,1,1,82056070,-32,-61
Santa Fe,Iriondo,Larguía,54,0,0,0,0,0,1,0,0,0,82056080,-32,-61
Santa Fe,Iriondo,Lucio V. López,485,0,1,0,0,0,1,1,0,1,82056090,-32,-61
Santa Fe,Iriondo,Oliveros,3800,1,0,0,1,1,0,0,1,1,82056100,-32,-60
Santa Fe,Iriondo,Pueblo Andino,1784,0,1,0,0,0,1,1,1,1,82056110,-32,-60
Santa Fe,Iriondo,Salto Grande,1944,1,0,0,0,0,1,1,1,1,82056120,-32,-61
Santa Fe,Iriondo,Serodino,3263,1,0,0,1,0,1,1,0,1,82056130,-32,-60
Santa Fe,Iriondo,Totoras,9054,1,0,0,1,0,1,1,1,1,82056140,-32,-61
Santa Fe,Iriondo,Villa Eloísa,2820,1,0,0,1,0,1,1,1,1,82056150,-32,-61
Santa Fe,Iriondo,Villa La Rivera (Oliveros),82,0,0,0,0,0,1,0,0,0,82056160,-32,-60
Santa Fe,Iriondo,Villa La Rivera (Pueblo Andino),326,0,0,0,0,1,1,0,0,0,82056170,-32,-60
Santiago Del Estero,Alberdi,Donadeu,559,0,0,0,1,0,0,0,0,0,86014030,-26,-62
Santiago Del Estero,Alberdi,Sachayoj,2777,0,0,0,1,1,0,1,0,1,86014040,-26,-61
Santiago Del Estero,Alberdi,Santos Lugares,313,0,0,0,1,0,1,0,0,0,86014050,-26,-63
Santiago Del Estero,Atamisqui,Estación Atamisqui,418,0,0,0,1,1,0,0,0,1,86021010,-28,-63
Santiago Del Estero,Atamisqui,Medellín,565,0,0,0,1,1,1,0,0,0,86021020,-28,-63
Santiago Del Estero,Atamisqui,Villa Atamisqui,3289,0,0,0,1,1,1,1,1,1,86021030,-28,-63
Santiago Del Estero,Avellaneda,Colonia Dora,3364,1,1,0,1,1,1,1,1,1,86028010,-28,-62
Santiago Del Estero,Avellaneda,Herrera,1894,0,1,0,1,1,0,1,1,1,86028020,-28,-62
Santiago Del Estero,Avellaneda,Icaño,1975,0,1,0,1,1,1,1,0,1,86028030,-28,-62
Santiago Del Estero,Avellaneda,Lugones,1222,0,1,0,1,1,0,1,1,1,86028040,-28,-63
Santiago Del Estero,Avellaneda,Real Sayana,1412,0,1,0,1,0,0,0,1,1,86028050,-28,-62
Tucuman,Cruz Alta,San Andrés,3153,1,0,0,1,0,0,1,0,1,90014130,-26,-65
Tucuman,Cruz Alta,Villa Recaste,0,0,0,0,0,0,0,0,1,1,90014090,-26,-65
Tucuman,Cruz Alta,Villa Tercera,0,0,0,0,0,0,0,0,0,0,90014090,-26,-65
Tucuman,Famaillá,Barrio Casa Rosada,1141,0,0,0,0,0,0,0,0,1,90028010,-27,-65
Tucuman,Famaillá,Campo De Herrera,890,0,0,0,0,0,0,0,0,1,90028020,-27,-65
Tucuman,Famaillá,Ex Ingenio Nueva Baviera,0,0,0,0,0,0,0,0,1,1,90028020,-27,-65
Tucuman,Famaillá,Famaillá,22924,1,0,0,1,1,1,1,1,1,90028030,-27,-65
Tucuman,Famaillá,Ingenio Fronterita,13,0,0,0,0,0,0,0,0,0,90028040,-27,-65
Tucuman,Graneros,Graneros,2375,0,0,0,0,1,1,1,1,1,90035010,-27,-65
Tucuman,Graneros,Lamadrid,2841,0,0,0,1,1,1,1,1,1,90035020,-27,-65
Tucuman,Graneros,Taco Ralo,1241,0,0,0,0,0,1,1,1,1,90035030,-27,-65
Tucuman,Juan Bautista Alberdi,Juan Bautista Alberdi,18430,1,0,0,0,1,0,1,1,1,90042010,-27,-65
Tucuman,Juan Bautista Alberdi,Villa Belgrano,1205,0,0,0,0,0,0,1,0,0,90042020,-27,-65
Tucuman,La Cocha,La Cocha,6578,1,0,0,0,1,1,1,1,1,90049010,-27,-65
Tucuman,La Cocha,San José De La Cocha,123,0,0,0,0,1,1,0,0,0,90049020,-27,-65
Santa Fe,Rosario,Pérez,26448,1,0,0,1,1,1,1,1,1,82084210,-32,-60
Santa Fe,Rosario,Piñero (Est. Erasto),1146,0,1,0,1,0,0,0,0,1,82084220,-33,-60
Santa Fe,Rosario,Pueblo Esther,6789,1,0,0,1,1,0,1,1,1,82084230,-33,-60
Santa Fe,Rosario,Pueblo Muñoz (Est. Bernard),497,0,1,0,0,0,0,1,0,1,82084240,-33,-60
Santa Fe,Rosario,Pueblo Uranga,856,1,0,0,1,0,1,1,0,1,82084250,-33,-60
Santa Fe,Rosario,Puerto Arroyo Seco,413,0,0,0,0,0,0,0,0,1,82084260,-33,-60
Santa Fe,Rosario,Rosario,948312,1,1,1,1,1,1,1,1,1,82084270,-32,-60
Santa Fe,Rosario,Soldini,2577,1,1,0,0,0,0,1,1,1,82084280,-33,-60
Santa Fe,Rosario,Villa Amelia,835,1,1,0,1,0,1,1,0,0,82084290,-33,-60
Santa Fe,Rosario,Villa Del Plata,259,0,0,0,1,0,0,1,0,0,82084300,-33,-60
Santa Fe,Rosario,Villa Gobernador Gálvez,80769,1,1,0,1,0,1,1,1,1,82084310,-33,-60
Santa Fe,Rosario,Zavalla,4966,1,1,0,0,0,1,1,1,1,82084320,-33,-60
Santa Fe,San Cristóbal,Aguará Grande,96,0,0,0,0,1,1,0,0,0,82091010,-30,-60
Santa Fe,San Cristóbal,Ambrosetti,905,0,0,0,0,1,1,1,0,1,82091020,-30,-61
Santa Fe,San Cristóbal,Arrufo,1764,1,1,0,1,0,0,1,1,1,82091030,-30,-61
Santa Fe,San Cristóbal,Balneario La Verde,8,0,0,0,0,1,0,0,0,0,82091040,-29,-61
Santa Fe,San Cristóbal,Capivara,102,0,0,0,0,1,0,0,0,0,82091050,-30,-61
Santa Fe,San Cristóbal,Ceres,14499,1,1,0,0,0,1,1,1,1,82091060,-29,-61
Santa Fe,San Cristóbal,Colonia Ana,16,0,0,0,0,0,1,0,0,0,82091070,-30,-61
Santa Fe,San Cristóbal,Colonia Bossi,111,1,0,0,1,0,1,0,0,1,82091080,-30,-61
Santa Fe,San Cristóbal,Colonia Rosa,562,0,0,0,0,0,1,0,0,1,82091090,-30,-61
Santa Fe,San Cristóbal,Constanza,129,0,0,0,0,0,0,1,0,0,82091100,-30,-61
Santa Fe,San Cristóbal,Curupaity,220,0,0,0,0,0,1,0,0,0,82091110,-30,-61
Santa Fe,Castellanos,Bauer Y Sigel,290,1,0,0,0,0,1,1,0,0,82021060,-31,-61
Santa Fe,Castellanos,Bella Italia,1070,1,1,0,1,0,1,1,1,1,82021070,-31,-61
Santa Fe,Castellanos,Castellanos,226,0,1,0,0,0,1,1,0,0,82021080,-31,-61
Santa Fe,Castellanos,Colonia Bicha,187,1,0,0,1,0,0,0,0,1,82021090,-30,-61
Santa Fe,Castellanos,Colonia Cello,118,0,0,0,0,0,1,1,0,1,82021100,-31,-61
Santa Fe,Castellanos,Colonia Margarita,269,0,1,0,0,0,0,1,0,0,82021110,-31,-61
Santa Fe,Castellanos,Colonia Raquel,123,1,0,0,1,0,1,1,0,0,82021120,-30,-61
Santa Fe,Castellanos,Coronel Fraga,330,0,0,0,0,0,1,1,0,0,82021130,-31,-61
Santa Fe,Castellanos,Egusquiza,279,0,0,0,0,0,0,0,0,1,82021140,-31,-61
Santa Fe,Castellanos,Esmeralda,594,0,1,0,0,0,0,1,0,1,82021150,-31,-61
Santa Fe,Castellanos,Estación Clucellas,782,0,1,0,0,0,1,1,0,1,82021160,-31,-61
Santa Fe,Castellanos,Estacion Presidente Roca,0,0,0,0,0,0,0,0,0,0,82021420,-31,-61
Santa Fe,Castellanos,Estación Saguier,105,0,1,0,0,0,1,0,0,0,82021170,-31,-61
Santa Fe,Castellanos,Eusebia Y Carolina,746,1,0,0,1,0,0,0,0,1,82021180,-30,-61
Santa Fe,Castellanos,Eustolia,22,0,0,0,0,0,1,0,0,0,82021190,-31,-61
Santa Fe,Castellanos,Frontera,10520,0,0,0,1,0,0,0,1,1,82021200,-31,-62
Santa Fe,Castellanos,Garibaldi,142,0,0,0,0,0,0,1,0,0,82021210,-31,-61
Santiago Del Estero,Capital,Yanda,201,0,0,0,0,0,1,0,0,0,86049130,-27,-64
Buenos Aires,General Arenales,La Trinidad,308,0,1,0,1,0,1,0,0,0,6294070,-34,-61
Buenos Aires,General Belgrano,General Belgrano,15394,1,1,1,1,1,1,1,1,1,6301010,-35,-58
Buenos Aires,General Belgrano,Gorchs,338,0,0,0,0,1,1,1,1,1,6301020,-35,-58
Buenos Aires,General Guido,General Guido,1291,0,0,1,1,0,1,1,1,1,6308010,-36,-57
Buenos Aires,General Guido,Labarden,799,0,0,0,0,0,1,1,1,1,6308020,-36,-58
Buenos Aires,General Juan Madariaga,Barrio Kennedy,0,0,0,0,0,0,0,0,1,1,6315010,-37,-57
Buenos Aires,General Juan Madariaga,General Juan Madariaga,18089,1,1,1,1,1,0,1,1,1,6315010,-36,-57
Buenos Aires,General La Madrid,General La Madrid,8073,1,0,1,1,0,1,1,1,1,6322010,-37,-61
Buenos Aires,General La Madrid,La Colina,663,0,0,0,0,0,0,1,0,0,6322020,-37,-61
Buenos Aires,General La Madrid,Las Martinetas,215,0,0,0,0,0,1,1,0,0,6322030,-37,-61
Buenos Aires,General La Madrid,Líbano,292,0,0,0,0,0,0,1,0,0,6322040,-37,-61
Buenos Aires,General La Madrid,Pontaut,68,0,0,0,0,0,0,0,1,0,6322050,-37,-61
Buenos Aires,General Las Heras,General Hornos,194,0,0,0,0,0,0,0,0,1,6329010,-34,-58
Buenos Aires,Navarro,Navarro,13224,1,1,1,1,1,1,1,1,1,6574030,-35,-59
Buenos Aires,Navarro,Villa Moll (Est. Moll),592,0,0,0,1,0,1,1,0,0,6574040,-35,-59
Buenos Aires,Necochea,Claraz,639,0,0,0,0,0,1,1,0,0,6581010,-37,-59
Buenos Aires,Necochea,Costa Bonita,0,0,0,0,0,0,1,0,1,1,6581040,-38,-58
Buenos Aires,Necochea,Energía,63,0,0,0,0,0,1,0,0,0,6581025,-38,-59
Buenos Aires,Necochea,Juan N. Fernández,2721,1,0,0,0,1,1,1,1,1,6581030,-38,-59
Buenos Aires,Necochea,Necochea - Quequén,84784,1,1,1,1,1,1,1,1,1,6581040,-38,-58
Buenos Aires,Necochea,Nicanor Olivera (Est. La Dulce),2131,1,0,1,0,0,1,1,1,0,6581050,-38,-59
Buenos Aires,Necochea,Ramón Santamarina,430,0,0,0,0,0,0,1,1,1,6581060,-38,-59
Buenos Aires,Olavarría,Blancagrande,65,0,0,0,0,0,0,0,0,0,6595010,-36,-60
Buenos Aires,Olavarría,Colonia Hinojo,3841,0,0,0,0,0,1,0,0,1,6595070,-36,-60
Buenos Aires,Olavarría,Colonia Nievas,10,0,0,0,0,0,0,0,0,0,6595030,-36,-60
Buenos Aires,Olavarría,Colonia San Miguel,902,0,0,0,0,0,0,0,0,0,6595040,-36,-60
Buenos Aires,Olavarría,Espigas,492,0,0,0,0,0,0,1,0,0,6595050,-36,-60
Caba,Comuna 11,Villa Santa Rita,33325,1,1,1,1,1,1,1,1,1,2000010,-34,-58
Cordoba,Río Primero,Capilla De Los Remedios,797,0,0,0,0,0,0,1,1,1,14105030,-31,-63
Cordoba,Río Primero,Chalacea,179,0,0,0,0,0,0,0,0,0,14105040,-30,-63
Cordoba,Río Primero,Colonia Las Cuatro Esquinas,107,0,0,0,0,0,0,1,0,0,14105050,-31,-63
